user_id,article_1,article_2,article_3,article_4,article_5
215819,272143,166581,162655,160417,218337
215820,58580,123757,225010,71146,69463
215821,293114,199198,64329,198659,124749
215822,272143,166581,64329,199198,162655
215823,199198,64329,198659,166581,31696
215824,272143,235715,64329,199198,162655
215825,272143,175040,199198,166581,218337
215826,336223,336221,235616,95716,234698
215827,206606,202675,169114,202383,207024
215828,272143,175040,276911,166581,277092
215829,272143,119193,175040,199198,64329
215830,162655,160417,123289,124748,124749
215831,272143,235715,64329,199198,162655
215832,208150,194918,199198,194694,272143
215833,64329,218028,162655,158536,156560
215834,177262,92746,202675,31851,209294
215835,235870,95716,20691,272143,300082
215836,286336,283123,234051,189524,42356
215837,272143,234698,123909,336221,96210
215838,336223,20691,96210,95716,234698
215839,124748,123290,272143,124352,124350
215840,272143,123909,162655,160417,32082
215841,123290,124352,123818,123757,124748
215842,336223,119193,336221,234698,95716
215843,272143,336220,233688,166581,64329
215844,272143,175040,199198,166581,218337
215845,272143,199198,166581,175040,324823
215846,199198,166581,158536,156560,272143
215847,160417,218337,162655,160974,64329
215848,272143,175040,199198,166581,218337
215849,199197,48403,59057,336221,156560
215850,272143,175040,199198,166581,218337
215851,160417,218337,162655,160974,64329
215852,64329,124748,199198,272143,162655
215853,272143,199197,158536,235230,160417
215854,198659,64329,166581,162655,175040
215855,199198,64329,277492,354086,198659
215856,272143,289090,336223,183176,119193
215857,166581,175040,272143,198659,199198
215858,158536,64329,199198,272143,166581
215859,272143,235715,64329,199198,162655
215860,272143,175040,166581,162655,198659
215861,209236,64329,237524,199197,277713
215862,156560,199198,158536,166581,175040
215863,199198,161602,166581,175040,336380
215864,234698,160417,272143,235616,336221
215865,166581,253363,199198,54259,38805
215866,272143,175040,166581,64329,198659
215867,326559,31520,133160,264458,215928
215868,129434,309475,31520,183176,336220
215869,160974,160417,158536,199198,272143
215870,284312,199198,213927,224658,162655
215871,199198,64329,198659,166050,162655
215872,160974,160417,158536,199198,272143
215873,202355,209236,168623,331116,207963
215874,124350,272143,124749,123289,123757
215875,73413,73271,73287,134808,135472
215876,158536,162655,64329,156560,156624
215877,156560,158536,233717,159762,160974
215878,272143,277491,293114,234267,124749
215879,272143,175040,199198,166581,218337
215880,272143,234698,123909,336221,96210
215881,336221,95716,234698,20691,235870
215882,158536,64329,160417,166581,162655
215883,160417,218337,162655,160974,64329
215884,336221,64329,199198,199197,198659
215885,272143,198659,182394,64329,166581
215886,272143,64329,199198,336221,96210
215887,96210,20691,336245,293513,236610
215888,272143,234698,123909,336221,96210
215889,199198,166581,158536,156560,64329
215890,284985,160417,162655,298445,160974
215891,199198,166581,175040,87224,324823
215892,272143,175040,166581,129434,162655
215893,327207,326736,160417,289003,158536
215894,88914,89748,166581,198659,64329
215895,123757,123818,124748,124352,123289
215896,272143,162655,64329,158536,198659
215897,64329,272143,166581,162655,198659
215898,292881,286726,293421,293237,292692
215899,272143,64329,162655,166581,160417
215900,336223,20691,277491,336221,235854
215901,199198,198659,64329,166581,324823
215902,272143,198659,182394,64329,166581
215903,160417,218337,272143,162655,166581
215904,272143,198659,182394,64329,166581
215905,96210,20691,336245,288440,199198
215906,198659,64329,166581,162655,175040
215907,272143,209236,64329,331116,218028
215908,161602,157078,207994,289090,209236
215909,272143,198659,182394,64329,166581
215910,292692,289973,293421,293335,292856
215911,272143,64329,233688,162655,199198
215912,96210,20691,234698,288440,124749
215913,272143,64329,166581,199198,162655
215914,124748,272143,336221,20691,124350
215915,168623,183176,111043,289090,234006
215916,272143,199198,166581,20691,175040
215917,272143,175040,199198,166581,218337
215918,160417,64329,336221,48403,162655
215919,199198,64329,198659,166581,324823
215920,123290,124352,123818,123757,123289
215921,124749,234698,271262,338340,293050
215922,156624,156619,284470,160417,162655
215923,158536,160417,272143,156560,162655
215924,124352,123757,123818,160417,124748
215925,293301,285719,159762,233717,272143
215926,162655,218337,160974,64329,124177
215927,272143,348093,156560,160417,162655
215928,272143,64329,175040,111043,166581
215929,336245,64329,199198,288440,20691
215930,272143,234698,64329,293050,198659
215931,272143,235715,64329,199198,162655
215932,288320,59057,133160,224354,160974
215933,336223,272143,202355,59057,87224
215934,158536,160417,160974,156560,272143
215935,20691,96210,288440,199198,336245
215936,293114,160417,218337,272143,203890
215937,272143,175040,199198,166581,218337
215938,272143,158536,162655,64329,327118
215939,272143,64329,158536,162655,160417
215940,272143,198659,182394,64329,166581
215941,272143,162655,64329,337166,218028
215942,64329,198659,272143,48403,162655
215943,199198,64329,198659,166581,324823
215944,272143,235715,64329,199198,162655
215945,160974,160417,158536,199198,272143
215946,160417,272143,162655,158536,175040
215947,272143,175040,199198,166581,218337
215948,272143,175040,199198,166581,218337
215949,272143,236207,123909,182394,285379
215950,87144,357998,87233,42202,87099
215951,96210,336221,272143,119193,199198
215952,207469,64329,255040,137477,37241
215953,336221,95716,336245,124749,96210
215954,160974,160417,158536,199198,272143
215955,283123,272143,160974,64329,162655
215956,124749,124350,123290,124176,123757
215957,160417,158536,156560,162655,272143
215958,199198,96210,288440,64329,166581
215959,272143,175040,166581,162655,198659
215960,272143,235715,64329,199198,162655
215961,272143,338340,64329,123826,124749
215962,272143,235715,64329,199198,162655
215963,198659,64329,20691,166581,336245
215964,272143,199198,198659,293050,166581
215965,272143,199198,166581,162655,286321
215966,123818,123290,64329,124228,124352
215967,272143,199198,64329,235715,162655
215968,292673,293335,292409,293114,124748
215969,336223,336221,272143,111043,48403
215970,198659,64329,166581,162655,175040
215971,199198,272143,336221,123289,82966
215972,168642,237464,245009,244600,237224
215973,336221,234698,289090,336220,336223
215974,336245,111043,20691,48403,160417
215975,124352,123290,123818,123757,124748
215976,272143,198659,182394,64329,233420
215977,199198,64329,124228,123818,158536
215978,162888,208562,114119,124177,207587
215979,20691,96210,336245,288440,336220
215980,96210,20691,336245,272143,166581
215981,202320,272143,206785,175040,199198
215982,124352,123757,123290,123818,124177
215983,272143,158536,160417,175040,331116
215984,272143,175040,199198,166581,218337
215985,199198,64329,198659,162655,166581
215986,272143,199198,64329,96210,162655
215987,160417,293301,160974,159762,233717
215988,272143,235715,64329,199198,162655
215989,336220,234267,348093,289090,277491
215990,336220,336221,234269,272143,277491
215991,304040,160974,300470,160417,225055
215992,64329,160417,218337,162655,160974
215993,59758,313504,284844,300470,236613
215994,158536,64329,160417,166581,162655
215995,160417,158536,300470,270607,245161
215996,272143,20691,336245,182394,95977
215997,272143,199198,175040,158536,162655
215998,199198,64329,166581,324823,198659
215999,272143,166581,198659,64329,199198
216000,123757,123290,124352,124748,124177
216001,273612,273397,271520,193021,265982
216002,64329,338340,198659,123826,293050
216003,167029,213927,284312,66534,66517
216004,160417,272143,158536,175040,156560
216005,272143,235715,64329,199198,162655
216006,237524,123909,145033,233420,293301
216007,160417,156560,156624,162655,149623
216008,31027,32486,29730,32459,31343
216009,242179,123757,241473,241181,169159
216010,64329,198659,272143,162655,199198
216011,64329,272143,199198,198659,162655
216012,160417,218337,162655,160974,64329
216013,158536,160974,272143,156560,64329
216014,199198,175040,64329,166581,198659
216015,286336,272143,199198,234051,224658
216016,272143,175040,199198,166581,218337
216017,272143,175040,166581,162655,64329
216018,272143,64329,336221,198659,235870
216019,64329,198659,272143,175040,96210
216020,160974,160417,158536,199198,272143
216021,272143,175040,199198,166581,218337
216022,272143,158536,234698,64329,156560
216023,162655,218337,160974,64329,156560
216024,272143,175040,199198,166581,218337
216025,272143,175040,199198,166581,218337
216026,272143,160417,199198,166581,175040
216027,160974,160417,158536,199198,272143
216028,124350,202534,206168,123290,124352
216029,234698,199197,336223,336220,95716
216030,198659,64329,166581,162655,175040
216031,123909,153568,153450,96210,286321
216032,199198,64329,198659,166581,324823
216033,272143,64329,198659,162655,175040
216034,202355,271262,331116,225010,202559
216035,272143,64329,198659,162655,175040
216036,235711,66003,166583,319040,166582
216037,160417,218337,272143,162655,166581
216038,272143,175040,199198,166581,218337
216039,336223,119193,48403,272143,95716
216040,198659,64329,166581,162655,87205
216041,8224,8223,158536,8222,162655
216042,208539,202289,202493,209236,208150
216043,96210,288440,272143,336245,198659
216044,64329,336221,158536,235870,272143
216045,59182,292692,293335,293237,194130
216046,123757,123290,124748,124177,124352
216047,111043,233688,336245,160974,181585
216048,64329,96210,272143,162655,20691
216049,64329,199198,272143,158536,162655
216050,160974,160417,158536,156560,199198
216051,272143,199198,64329,166581,162655
216052,158536,160417,199198,156560,272143
216053,64329,162655,199198,198659,272143
216054,272143,235715,64329,199198,162655
216055,96210,124352,20691,123818,124350
216056,198659,64329,166581,162655,175040
216057,272143,160417,218337,64329,175040
216058,96210,20691,198659,48403,64329
216059,158536,272143,218337,162655,111043
216060,206606,202675,169114,202383,207024
216061,272143,158536,160417,162655,64329
216062,272143,64329,198659,199198,175040
216063,198659,64329,166581,162655,175040
216064,348093,348109,272143,235715,285533
216065,158536,162655,160974,218337,64329
216066,272143,156560,160417,158536,199198
216067,298411,114531,21079,169482,62165
216068,36161,2303,36129,199198,272143
216069,162655,289090,64329,160417,166581
216070,160974,160417,158536,199198,272143
216071,124352,123818,123290,123757,123289
216072,336221,95716,234698,235616,233658
216073,206606,202675,169114,202383,207024
216074,124177,336221,96210,199198,95716
216075,121414,120960,166265,139471,139555
216076,272143,336221,198659,64329,245161
216077,160417,218337,272143,162655,166581
216078,272143,198659,182394,64329,166581
216079,160974,162655,218337,64329,160417
216080,210107,210119,272143,234698,123909
216081,330639,159762,64329,96210,162655
216082,199198,64329,336221,198659,235616
216083,160417,160974,272143,336223,156560
216084,199198,175040,272143,64329,166581
216085,4070,5210,5183,4747,16001
216086,272143,175040,166581,124748,162655
216087,293301,284547,198659,64329,166581
216088,272143,175040,199198,64329,166581
216089,207469,64329,255040,137477,37241
216090,160417,218337,162655,160974,64329
216091,289090,64329,162655,234698,235616
216092,154536,153042,155351,155587,153330
216093,124749,96755,234698,160417,158536
216094,199198,162655,175040,272143,158536
216095,160974,234698,272143,158536,96210
216096,234698,233658,336221,336223,95716
216097,123818,124748,198659,123290,64329
216098,272143,175040,166581,162655,224354
216099,272143,199198,64329,235715,162655
216100,272143,156560,336223,158536,199198
216101,166581,272143,199198,175040,158536
216102,199198,272143,160974,160417,166581
216103,199198,64329,198659,166581,324823
216104,199198,336220,64329,166581,158536
216105,123818,272143,123290,175040,166581
216106,272143,199198,166581,162655,175040
216107,245092,199198,64329,198659,245680
216108,64329,198659,166581,209236,272143
216109,234472,233605,328613,236328,100859
216110,336380,207994,31520,96210,208562
216111,174300,331116,209236,222203,177390
216112,277107,277492,336220,123818,300082
216113,272143,198659,182394,64329,166581
216114,96210,293050,20691,31520,64329
216115,158536,162655,160974,218337,64329
216116,88033,199198,166581,32082,202289
216117,123290,124352,123757,123818,124748
216118,199198,64329,198659,331116,162655
216119,272143,166581,199198,175040,64329
216120,116513,117199,57025,58643,117359
216121,235230,199197,284547,124350,272143
216122,31836,198659,64329,166581,59057
216123,64329,272143,162655,160417,235715
216124,272143,123818,199198,123290,124228
216125,272143,198659,182394,64329,166581
216126,64329,272143,166581,199198,198659
216127,111043,95716,283505,336221,48403
216128,272143,64329,198659,162655,175040
216129,64329,272143,166581,199198,198659
216130,146233,272143,199198,298646,297906
216131,336221,62464,235870,145624,95716
216132,96210,272143,199198,20691,288440
216133,64329,272143,336223,199198,166581
216134,234698,95716,289090,336223,234267
216135,159762,233688,64329,348112,198659
216136,336221,20691,272143,293513,336223
216137,160974,160417,297906,158536,199198
216138,272143,175040,199198,166581,218337
216139,272143,175040,199198,166581,218337
216140,64329,199198,272143,336221,162655
216141,289090,234267,336220,336221,218028
216142,290327,301102,139979,31489,219055
216143,272143,199198,175040,158536,162655
216144,272143,293114,162655,123826,235715
216145,199198,198659,182394,272143,175040
216146,123909,276970,237524,168623,95972
216147,328178,327480,327355,327556,327006
216148,272143,198659,182394,64329,166581
216149,158536,272143,218337,162655,156560
216150,160417,218337,272143,162655,166581
216151,336380,64329,161602,157078,207994
216152,272143,175040,199198,166581,218337
216153,96755,293114,70999,123909,124749
216154,199198,64329,198659,166581,324823
216155,64329,199198,166581,162655,272143
216156,202493,208539,202492,236220,202338
216157,156447,181976,171627,144875,166546
216158,50644,272143,162655,198659,182394
216159,272143,175040,199198,166581,218337
216160,160417,218337,162655,160974,64329
216161,272143,162655,64329,160417,175040
216162,160417,218337,272143,162655,166581
216163,233688,272143,111043,174300,175040
216164,160417,218337,272143,162655,166581
216165,166581,175040,272143,198659,199198
216166,221482,219791,209294,202383,202320
216167,311276,319678,162031,282785,128285
216168,124748,199198,124749,338340,64329
216169,158536,64329,160417,166581,162655
216170,336223,198659,64329,166581,288320
216171,87188,362815,360394,106200,202087
216172,160417,162655,156624,158536,156560
216173,336220,199198,166581,175040,234267
216174,272143,198659,182394,64329,166581
216175,160417,218337,272143,348093,162655
216176,64329,162655,166581,156560,235616
216177,272143,235715,64329,199198,162655
216178,160417,218337,272143,162655,166581
216179,98853,151171,182670,256147,349629
216180,129434,128957,199198,156355,64329
216181,81635,83293,84512,158536,84607
216182,64329,272143,162655,160417,235715
216183,198659,64329,166581,162655,175040
216184,158536,272143,218337,162655,156560
216185,235230,313431,199197,156560,129029
216186,48403,64329,166581,198659,162655
216187,272143,235870,95716,20691,300082
216188,233658,129434,286128,31520,286350
216189,199198,64329,198659,162655,175040
216190,336220,336223,183176,111043,64329
216191,160417,218337,162655,160974,64329
216192,199198,272143,111043,175040,181585
216193,160974,160417,158536,199198,272143
216194,199198,64329,162655,198659,272143
216195,336220,199198,64329,235854,234267
216196,158536,160417,272143,190862,336220
216197,336223,293301,289126,285719,159762
216198,123290,124352,123757,123818,123909
216199,199198,64329,198659,336380,124350
216200,74254,76267,96210,336245,74637
216201,70591,194871,202388,202320,207603
216202,157078,111043,233688,272143,175040
216203,198659,64329,304017,303350,166581
216204,111043,183176,283505,276970,234006
216205,181723,184205,183339,184148,183783
216206,272143,199198,162655,175040,64329
216207,156560,199198,272143,158536,64329
216208,199198,64329,124749,209236,96755
216209,199198,64329,198659,166581,324823
216210,95716,234698,270607,331780,245161
216211,272143,124749,96210,70999,166581
216212,272143,235715,64329,199198,162655
216213,158536,162655,160974,218337,64329
216214,272143,175040,166581,162655,198659
216215,272143,199198,156560,64329,199197
216216,160417,218337,162655,160974,64329
216217,336220,272143,175040,166581,234267
216218,160417,206027,286321,64329,162655
216219,272143,235715,64329,199198,162655
216220,289090,199198,166581,175040,277491
216221,272143,158536,162655,199198,348093
216222,161951,336223,59057,106811,31836
216223,199198,224230,64329,224855,225653
216224,160974,162655,218337,64329,160417
216225,284452,199198,161602,166581,175040
216226,64329,199198,272143,20691,271262
216227,46828,208527,208168,205561,39015
216228,272143,198659,182394,64329,166581
216229,160417,272143,158536,218337,162655
216230,160974,160417,218337,162655,64329
216231,199198,166581,158536,156560,64329
216232,254329,254462,198659,254391,64329
216233,208150,297906,271963,107282,50400
216234,199198,166581,175040,324823,156560
216235,272143,235715,64329,199198,162655
216236,42033,43177,42831,42834,41642
216237,158536,64329,162655,235824,160974
216238,272143,175040,199198,166581,218337
216239,158536,160417,272143,166581,199198
216240,272143,175040,166581,233688,162655
216241,336380,64329,162655,31520,198659
216242,336245,96210,288440,95716,96755
216243,348112,198659,64329,48403,166581
216244,272143,198659,182394,64329,166581
216245,272143,198659,182394,64329,166581
216246,20691,96210,336245,58580,293513
216247,64329,20691,336245,162655,166581
216248,160417,218337,272143,214800,162655
216249,96210,20691,288440,336245,199198
216250,235616,234269,207963,29953,32082
216251,156624,162655,158536,160417,156560
216252,111043,96210,183176,233688,20691
216253,146037,336220,289090,182467,128260
216254,336223,64329,48403,272143,199198
216255,64329,162655,166581,156560,199198
216256,166581,64329,272143,199198,183176
216257,272143,198659,182394,64329,166581
216258,272143,338340,123826,199198,293114
216259,123818,123909,123290,124228,272143
216260,199198,338340,64329,20691,166581
216261,199198,64329,198659,166581,324823
216262,272143,199198,175040,36161,166581
216263,199198,272143,166581,198659,64329
216264,123757,123290,124748,272143,123289
216265,158536,293062,272143,218337,162655
216266,199198,166581,158536,156560,64329
216267,199198,175040,272143,64329,161602
216268,350376,85751,281986,160417,160974
216269,64329,272143,199198,166581,162655
216270,235870,234698,124748,124350,300082
216271,272143,64329,198659,162655,175040
216272,272143,271262,202493,206934,235230
216273,272143,175040,199198,166581,218337
216274,64329,162655,199198,293114,124749
216275,272143,64329,162655,166581,160417
216276,206606,202675,169114,202383,207024
216277,156624,158536,162655,272143,64329
216278,199198,168623,159762,175040,166581
216279,123290,124352,124228,199198,64329
216280,199198,336223,272143,129434,161801
216281,272143,175040,282073,199198,282785
216282,183404,160974,160417,158536,199198
216283,293513,198659,336221,64329,166581
216284,199198,166581,303565,175040,324823
216285,272143,198659,182394,64329,166581
216286,64329,336380,129434,336223,272143
216287,199198,64329,198659,166581,324823
216288,160417,218337,162655,160974,64329
216289,272143,175040,199198,166581,218337
216290,272143,175040,162655,64329,199198
216291,162655,160417,158536,158082,300470
216292,158536,162655,160974,218337,64329
216293,160974,160417,158536,199198,272143
216294,272143,298035,298032,299582,166581
216295,235371,150346,162655,160974,158536
216296,160417,158536,162655,272143,160974
216297,272143,175040,199198,166581,218337
216298,124749,272143,70999,96755,234698
216299,64329,198659,272143,162655,199198
216300,199198,64329,198659,162655,175040
216301,234698,272143,336221,235870,156964
216302,64329,198659,272143,162655,199198
216303,160417,218337,162655,160974,64329
216304,160417,123757,272143,123290,218337
216305,158536,272143,199198,162655,160417
216306,207469,64329,255040,137477,37241
216307,272143,64329,198659,162655,175040
216308,20691,96210,272143,336245,199198
216309,273397,158536,162655,272143,160974
216310,64329,198659,272143,162655,199198
216311,160974,160417,158536,199198,272143
216312,277712,336380,133160,202355,218028
216313,145210,145821,145493,144865,145109
216314,272143,161602,160417,207994,158536
216315,282785,272143,198659,182394,64329
216316,123818,159762,124228,168623,160417
216317,199198,64329,198659,166581,324823
216318,160417,218337,162655,160974,64329
216319,336221,272143,156964,300082,199198
216320,272143,162655,199198,158536,160417
216321,272143,175040,299697,64329,10034
216322,124352,123818,160417,123757,124350
216323,234698,300470,84020,160417,158536
216324,162655,64329,156560,218337,160417
216325,272143,235715,64329,199198,162655
216326,64329,162655,166581,156560,293301
216327,96210,20691,166581,162655,199198
216328,71601,123826,160974,124748,124350
216329,272143,199198,166581,64329,336245
216330,199198,64329,198659,96210,162655
216331,202675,209294,46828,207731,225019
216332,199198,64329,198659,348112,111043
216333,272143,175040,199198,64329,162655
216334,64329,158536,162655,272143,303565
216335,277713,183176,284547,64329,272143
216336,160417,218337,162655,160974,64329
216337,207469,64329,255040,137477,37241
216338,199198,64329,166581,324823,198659
216339,111043,233688,272143,183176,293114
216340,272143,336380,198659,182394,31520
216341,199198,198659,272143,64329,166581
216342,199198,64329,198659,166581,324823
216343,336221,336223,95716,235870,234698
216344,199198,338340,64329,128957,198659
216345,272143,166581,209236,162655,160417
216346,160417,64329,162655,218337,158536
216347,272143,175040,166581,48403,162655
216348,199198,64329,198659,166581,199197
216349,272143,198659,218028,224658,162655
216350,123757,123818,123290,123289,124177
216351,336223,336221,235616,234698,235230
216352,202289,283009,336254,129434,225041
216353,158536,162655,160974,218337,64329
216354,156447,181976,171627,144875,166546
216355,340544,340430,272143,234698,123909
216356,160417,158536,160974,156560,199198
216357,195079,195984,195268,211556,195997
216358,272143,175040,199198,166581,218337
216359,199198,166581,175040,324823,156560
216360,199198,64329,198659,270607,162655
216361,272143,64329,198659,162655,293114
216362,272143,64329,162655,175040,199198
216363,199198,64329,198659,162655,166581
216364,272143,124748,123290,123818,124352
216365,272143,198659,182394,64329,166581
216366,124748,123289,272143,293114,162655
216367,158536,272143,218337,162655,156560
216368,123757,123818,123290,124352,123909
216369,199198,64329,198659,166581,324823
216370,162655,158536,160974,331116,202355
216371,272143,336223,336221,64329,119193
216372,123818,123290,336223,293062,124748
216373,199198,64329,272143,162655,234698
216374,14823,213927,284312,16882,13582
216375,160417,218337,162655,160974,64329
216376,64329,158536,199198,166581,198659
216377,158536,160417,162655,156560,272143
216378,272143,156560,199197,166581,175040
216379,272143,336254,289003,286321,182394
216380,272143,175040,199198,166581,218337
216381,272143,199198,64329,166581,175040
216382,167361,96210,195748,288440,336223
216383,64329,162655,158536,272143,160417
216384,283505,124749,293114,202559,96755
216385,272143,36574,74503,175040,199198
216386,160974,160417,293301,156654,158536
216387,272143,198659,182394,64329,166581
216388,218337,162655,124350,272143,123290
216389,160974,160417,158536,199198,272143
216390,209236,202355,202559,208145,331116
216391,336221,104258,234269,208562,233688
216392,184383,272143,264458,124228,215928
216393,272143,199198,175040,158536,162655
216394,234698,95716,336223,336221,272143
216395,96210,64329,199197,162655,199198
216396,20691,183176,95716,336245,271262
216397,199198,156560,234698,166581,64329
216398,342790,272143,198659,233688,168623
216399,272143,175040,166581,123909,162655
216400,272143,175040,199198,166581,218337
216401,272143,20691,182394,224658,64329
216402,64329,162655,166581,156560,199198
216403,198659,64329,166581,162655,293301
216404,245680,48403,244906,95716,245030
216405,124748,162655,124350,218337,160974
216406,336220,124350,161602,50644,124748
216407,272143,64329,199198,166581,198659
216408,283123,62464,202632,214030,234051
216409,162655,300470,16129,162300,158536
216410,272143,156560,234698,64329,236207
216411,199198,64329,270607,245161,209236
216412,272143,175040,199198,166581,218337
216413,199197,284547,156560,20691,123757
216414,272143,64329,160417,166581,124749
216415,160417,234698,158536,95716,160974
216416,272143,175040,156560,166581,161602
216417,124352,272143,123289,123818,123757
216418,272143,175040,199198,166581,218337
216419,199198,64329,336223,198659,95716
216420,272143,175040,199198,166581,218337
216421,272143,199198,64329,158536,199197
216422,272143,64329,198659,48403,162655
216423,348112,348093,272143,348089,233717
216424,199198,158536,156560,166581,160974
216425,199198,64329,198659,166581,324823
216426,158536,64329,160417,166581,162655
216427,20691,336221,272143,119193,336245
216428,158536,160417,272143,166581,289090
216429,272143,175040,199198,166581,218337
216430,64329,198659,272143,162655,199198
216431,272143,198659,224658,162655,182394
216432,272143,64329,175040,162655,166581
216433,272143,175040,74666,199198,76268
216434,199198,64329,198659,162655,175040
216435,272143,175040,199198,166581,218337
216436,160417,158536,300470,158082,160974
216437,272143,162655,64329,158536,175040
216438,336221,234698,156964,235870,160417
216439,257262,272143,166581,162655,175040
216440,32688,32235,62464,336245,10082
216441,272143,29953,234269,198659,64329
216442,288440,96210,336245,166581,272143
216443,20691,96210,336223,95716,336221
216444,272143,175040,199198,166581,218337
216445,48403,119193,336223,161801,348112
216446,199198,64329,198659,166581,324823
216447,272143,159762,166581,64329,111043
216448,158536,162655,160974,218337,64329
216449,166223,166756,160417,218337,272143
216450,336221,199198,95716,272143,64329
216451,124350,123290,124352,123818,271959
216452,272143,235715,64329,199198,162655
216453,336221,234698,235616,336220,59057
216454,272143,175040,199198,64329,166581
216455,160417,218337,162655,160974,64329
216456,233717,199198,64329,272143,162655
216457,123290,123818,123289,124177,123757
216458,202320,207603,316341,312805,312367
216459,272143,123289,124177,123757,175040
216460,289090,293513,270607,336220,245161
216461,198659,183176,64329,166581,283505
216462,123818,123290,124352,123757,124748
216463,233688,128260,111043,183176,119534
216464,199198,166581,175040,324823,156560
216465,96210,160417,64329,87228,288440
216466,64329,272143,199198,324823,166581
216467,162655,218337,160974,64329,338350
216468,160974,155023,283330,160417,158082
216469,64329,272143,96210,199198,162655
216470,272143,183176,124177,283505,64329
216471,336221,95716,234698,235870,336223
216472,202647,156038,162178,159359,207742
216473,208145,272143,214549,162655,199198
216474,272143,235715,64329,199198,162655
216475,64329,199198,166581,198659,324823
216476,166581,272143,199198,162655,175040
216477,62427,142313,145993,45809,47703
216478,64329,162655,272143,158536,166581
216479,160417,218337,162655,160974,64329
216480,272143,64329,162655,199198,166581
216481,198659,64329,166581,162655,175040
216482,134635,135024,336220,128260,160940
216483,272143,199198,162655,175040,166581
216484,199198,64329,272143,162655,198659
216485,96210,336380,20691,183176,111043
216486,272143,96210,111043,199198,175040
216487,272143,175040,166581,162655,198659
216488,58580,272143,289003,283764,198659
216489,218337,331116,162655,272143,209236
216490,272143,175040,166581,162655,235616
216491,209294,202372,202635,272143,202670
216492,199198,64329,166581,324823,272143
216493,162655,300470,16129,162300,158536
216494,160974,199198,300470,272143,225055
216495,160417,272143,166581,160974,156560
216496,286336,283123,234051,189524,42356
216497,123289,158536,124749,123290,124350
216498,348112,293114,161506,284985,95716
216499,272143,198659,182394,64329,166581
216500,336220,272143,64329,234267,162655
216501,272143,199198,175040,108855,158536
216502,160974,160417,158536,199198,272143
216503,160417,156560,272143,59057,158536
216504,168623,237524,272143,276970,160417
216505,124352,123818,123757,124748,166581
216506,272143,64329,199198,198659,336223
216507,199198,166581,58619,158536,156560
216508,272143,175040,199198,166581,218337
216509,272143,199198,224658,182394,166581
216510,348112,124748,58580,293114,202388
216511,272143,199198,175040,162655,158536
216512,20691,198659,64329,336245,166581
216513,160132,162655,64329,293301,158536
216514,96210,288440,20691,336245,64329
216515,162852,162088,158189,157546,285639
216516,272143,175040,199198,166581,218337
216517,68385,284547,123757,123909,286161
216518,95716,233688,157078,198659,64329
216519,272143,158536,160417,162655,175040
216520,272143,160417,158536,199198,166581
216521,95716,336223,48403,64329,336221
216522,95716,336221,235870,300082,234698
216523,199198,166581,175040,324823,156560
216524,160417,218337,272143,162655,166581
216525,198659,64329,303565,166581,162655
216526,123290,124352,123818,123757,124748
216527,72619,357886,72143,72641,72642
216528,235555,234425,235616,99732,361847
216529,123757,124350,123290,289090,277491
216530,160417,218337,162655,160974,64329
216531,160417,158536,160974,162655,300470
216532,202355,209236,218028,202559,331116
216533,336221,336223,47687,235616,48605
216534,202355,159762,277107,336254,218028
216535,209236,129434,32082,338339,336380
216536,160417,162655,129434,273186,83207
216537,272143,160417,166581,160974,64329
216538,96210,20691,123757,123289,64329
216539,160417,272143,156560,95716,234698
216540,198659,199198,64329,162655,166581
216541,272143,175040,299697,64329,10034
216542,160417,218337,272143,162655,166581
216543,283123,162655,158536,160417,272143
216544,158536,64329,160417,166581,162655
216545,64329,162655,156560,218337,158536
216546,293334,245702,156713,299131,96210
216547,336221,336223,95716,235870,20691
216548,293114,129434,31520,284985,158906
216549,64329,162655,166581,198659,272143
216550,166581,175040,162655,64329,272143
216551,158536,162655,160417,272143,218337
216552,96210,20691,234698,95716,336245
216553,272143,175040,199198,166581,218337
216554,199198,64329,198659,166581,324823
216555,336221,235616,336220,235870,277491
216556,268507,28408,31712,241950,245163
216557,158536,162655,272143,156560,218337
216558,160974,160417,158536,199198,272143
216559,166581,162655,199198,156560,64329
216560,123818,160417,272143,123290,64329
216561,199198,64329,198659,166581,324823
216562,272143,235715,64329,199198,162655
216563,14392,14394,16612,272143,16470
216564,331116,199198,96755,272143,124749
216565,64329,199198,166581,198659,324823
216566,123289,123290,124748,123818,124352
216567,206606,202675,169114,202383,207024
216568,272143,175040,166581,162655,198659
216569,160974,160417,158536,162655,300470
216570,160417,160974,285342,272143,156560
216571,128260,183176,202383,206606,207469
216572,160417,124177,123818,123290,124352
216573,293301,257291,336220,159762,168623
216574,199198,235616,272143,234698,336221
216575,272143,336220,156560,160417,289090
216576,199198,124749,64329,338340,124176
216577,272143,208145,175040,166581,162655
216578,234267,289090,157078,336220,336221
216579,272143,64329,166581,162655,156560
216580,272143,235715,64329,199198,162655
216581,124352,64329,123818,162655,272143
216582,70646,208150,235230,272143,198659
216583,272143,162655,64329,198659,199198
216584,199198,64329,198659,166581,324823
216585,158536,160974,272143,156560,158082
216586,156624,162655,158536,160417,156560
216587,272143,64329,198659,20691,199198
216588,158536,162655,160974,218337,64329
216589,272143,64329,162655,293114,124350
216590,64329,272143,162655,168623,198659
216591,208237,206763,202355,124228,123818
216592,160417,272143,166581,160974,156560
216593,288620,8131,319917,64329,324062
216594,272143,175040,199198,166581,218337
